,Fraction of Outliers (Mean),Fraction of Outliers (Median),Fraction of Outliers (Std Dev),Fraction of Outliers IQR,Fraction of Outliers percent outliers,GCOR,Participant,Quality (Mean),Quality (Median),Quality (Std Dev),Quality IQR,Quality percent outliers,RMSD (Mean),RMSD (Median),RMSD (Std Dev),RMSD IQR,RMSD percent outliers,Series,Session,Site,Std. DVARS (Mean),Std. DVARS (Median),Std. DVARS (Std Dev),Std. DVARS percent outliers,Std. DVARs IQR,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
495,0.00447015,0.00245,0.0212052812,0.0006825,0.12,0.601075847,50554,0.0816490275,0.0815553,0.0017632898,0.001565025,0.025,0.0549214739,0.047364169,0.0326047087,0.0384293496,0.035,rest_1,session_1,Yale,0.8274992257,0.7862459138,0.5747775476,0.0100502513,0.1634376163,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-68.3204040527,-26.1372070312,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43750024  -0.         -68.32040405],[  0.           0.           4.         -26.13720703],0,2
496,0.00967015,0.00364,0.0312810868,0.00114,0.14,0.5817013671,50555,0.022689285,0.0223804,0.0011304696,0.000856625,0.075,0.0539387355,0.0433998955,0.0429220484,0.028295786,0.085,rest_1,session_1,Yale,1.0769869473,0.9594736061,0.6204120463,0.1306532663,0.1417939014,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-112.959205627,-61.4442596436,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.43749976   -0.         -112.95920563],[  0.           0.           3.99999952 -61.44425964],0,2
497,0.00763935,0.004125,0.0250705752,0.00106,0.11,0.6058906927,50556,0.0450544435,0.04502985,0.001332251,0.001193225,0.04,0.0547085132,0.0418498658,0.0763509168,0.0303464641,0.06,rest_1,session_1,Yale,0.8304892262,0.7436304559,0.5333794392,0.0552763819,0.2122630071,,16,,,,1,,3.4375,3.4375,4,1,107.626602173,-113.764854431,-58.2240524292,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          107.62660217],[  -0.            3.43749976   -0.         -113.76485443],[  0.           0.           3.99999976 -58.22405243],0,2
498,0.0098735,0.002555,0.0343559403,0.00093,0.125,0.5702059836,50557,0.0399399265,0.03910375,0.0029236611,0.001732775,0.08,0.1164403232,0.0749457585,0.1685729096,0.0583647464,0.1,rest_1,session_1,Yale,0.8113275273,0.6393185555,0.8178839914,0.0703517588,0.2113990259,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-68.6937866211,-17.2011413574,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43750024  -0.         -68.69378662],[  0.           0.           4.         -17.20114136],0,2
499,0.0066657,0.00352,0.0254743875,0.000895,0.13,0.7098604332,50558,0.058771444,0.0587173,0.0013804261,0.00106615,0.025,0.0671145492,0.049272211,0.0812868489,0.0429488913,0.075,rest_1,session_1,Yale,1.083292123,0.9614093986,0.8513871845,0.0603015075,0.1600824039,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-77.7087097168,4.2125854492,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43750024  -0.         -77.70870972],[ 0.          0.          4.          4.21258545],0,2
500,0.01561495,0.003395,0.0320380173,0.003035,0.19,0.2930259847,50559,0.047459322,0.0446981,0.0066954735,0.003659275,0.14,0.1827694989,0.1156059232,0.1698521811,0.1515746531,0.08,rest_1,session_1,Yale,1.1481475438,0.9229210424,0.6018232042,0.0703517588,0.4460541846,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-104.576210022,-20.0424575806,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.43750024   -0.         -104.57621002],[  0.           0.           4.         -20.04245758],0,2
501,0.01025395,0.0042,0.0318551364,0.001295,0.17,0.5633242457,50560,0.061009754,0.0605504,0.0037891462,0.001312,0.04,0.1004886519,0.0719902343,0.1970772494,0.0379056576,0.075,rest_1,session_1,Yale,1.2521146384,1.0595543847,1.0369188812,0.1005025126,0.1463301137,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-114.783218384,-65.4337921143,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.4375       -0.         -114.78321838],[  0.           0.           3.99999976 -65.43379211],0,2
502,0.0068498,0.002635,0.0265764626,0.0037475,0.075,0.5385303099,50561,0.036267661,0.03609435,0.0013851523,0.0018183,0.025,0.0850888764,0.0726738298,0.0600869715,0.0544265372,0.05,rest_1,session_1,Yale,0.7758259964,0.7221049196,0.5591787023,0.0552763819,0.0933175169,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-64.3391418457,-3.3297424316,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43750024  -0.         -64.33914185],[ 0.          0.          4.         -3.32974243],0,2
503,0.01308685,0.00096,0.0425149871,0.000515,0.2,0.4428250533,50562,0.0507547185,0.04915565,0.0048099329,0.0015218,0.14,0.1868085596,0.0810074377,0.6254000861,0.0722052722,0.12,rest_1,session_1,Yale,1.0654024537,0.8507341491,1.0748492245,0.0904522613,0.1451449749,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-92.2177963257,-12.5202713013,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.4375      -0.         -92.21779633],[  0.          0.          4.        -12.5202713],0,2
504,0.0080581,0.004235,0.0178818391,0.0028875,0.145,0.3409271777,50563,0.0540221525,0.0539402,0.0029147213,0.00351935,0.035,0.1378855324,0.0968071373,0.1396474616,0.1190801985,0.085,rest_1,session_1,Yale,0.83088604,0.6641532071,0.4468679011,0.040201005,0.44959939,,16,,,,1,,3.4375,3.4375,4,1,106.532852173,-144.43939209,-38.9815750122,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          106.53285217],[  -0.            3.43750024   -0.         -144.43939209],[  0.           0.           4.         -38.98157501],0,2
505,0.00729635,0.003995,0.0233072421,0.0017275,0.12,0.6314826095,50564,0.0512422425,0.0510083,0.001596808,0.001402075,0.075,0.0961135524,0.0726182002,0.0756581715,0.0690295365,0.065,rest_1,session_1,Yale,1.3265518542,1.1217300748,0.6647610466,0.0703517588,0.4783961797,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-86.1476745605,-78.7472381592,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43750024  -0.         -86.14767456],[  0.           0.           4.         -78.74723816],0,2
506,0.0203618,0.003835,0.0377390386,0.0188875,0.125,0.33954736,50565,0.053610383,0.05081515,0.0067168025,0.0055611,0.06,0.2380958225,0.1114959201,0.3811552352,0.2271571744,0.07,rest_1,session_1,Yale,1.3810585281,0.8323895101,1.2739807288,0.0753768844,0.9774213104,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-100.923858643,-26.1646347046,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.43749976   -0.         -100.92385864],[  0.          0.          4.        -26.1646347],0,2
507,0.0073711,0.004275,0.026050532,0.000905,0.13,0.6497166777,50566,0.054792285,0.05469385,0.0013127978,0.0009179,0.03,0.0513337559,0.0444611569,0.0279744928,0.0305386796,0.05,rest_1,session_1,Yale,1.0261408382,0.9758808713,0.5523317132,0.0201005025,0.1554530812,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-128.383712769,-47.6189804077,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.43749976   -0.         -128.38371277],[  0.           0.           3.99999976 -47.61898041],0,2
508,0.0101727,0.003895,0.027934185,0.0023525,0.15,0.5315676201,50567,0.0359329255,0.03543975,0.0017423263,0.00142595,0.11,0.0780192014,0.0497432801,0.0876945842,0.0486480377,0.11,rest_1,session_1,Yale,1.087664701,0.8916817603,0.6706423201,0.1055276382,0.3261042691,,16,,,,1,,3.4375,3.4375,4,1,108.173477173,-86.8435974121,-56.0233612061,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          108.17347717],[ -0.           3.43750024  -0.         -86.84359741],[  0.           0.           4.         -56.02336121],0,2
509,0.00851665,0.005145,0.0260967725,0.002985,0.125,0.6540790494,50568,0.031170576,0.0308478,0.0012721044,0.001923575,0.005,0.0501622407,0.0444230359,0.0327425873,0.0330672347,0.045,rest_1,session_1,Yale,1.0433327994,0.9258360474,0.5324156763,0.1155778894,0.1803609794,,16,,,,1,,3.4375,3.4375,4,1,110.105331421,-108.460723877,-15.516166687,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          110.10533142],[  -0.            3.4375       -0.         -108.46072388],[  0.           0.           4.         -15.51616669],0,2
510,0.0083361,0.004495,0.0243537633,0.0016,0.08,0.623795687,50569,0.05288228,0.05240015,0.0023883505,0.00170035,0.05,0.0646318376,0.0541141101,0.0447556313,0.039083496,0.055,rest_1,session_1,Yale,0.8951582383,0.7980030118,0.5308389086,0.1155778894,0.142158098,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-122.465858459,-49.5327911377,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.4375       -0.         -122.46585846],[  0.           0.           3.99999976 -49.53279114],0,2
511,0.0069848,0.00315,0.028740305,0.0008225,0.11,0.5957733896,50570,0.0155252,0.015464,0.0008462655,0.000771325,0.025,0.0472970359,0.0401846876,0.0389430527,0.0240818987,0.05,rest_1,session_1,Yale,0.9348318311,0.8429925757,0.642191186,0.0703517588,0.0622214354,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-82.2451324463,-80.1772003174,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.4375      -0.         -82.24513245],[  0.           0.           4.         -80.17720032],0,2
512,0.00673,0.00421,0.0195478181,0.0022325,0.05,0.4387577898,50571,0.055487016,0.05481065,0.0034357716,0.005442875,0.01,0.1340859586,0.091584112,0.1367296639,0.1008688859,0.085,rest_1,session_1,Yale,0.8520891104,0.7301177374,0.5354077937,0.0753768844,0.3459059027,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-83.463394165,-49.5967407227,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.4375      -0.         -83.46339417],[  0.           0.           4.         -49.59674072],0,2
513,0.0100958,0.004445,0.0295443943,0.00392,0.15,0.6538297776,50572,0.0330473805,0.03279395,0.0010667217,0.00095135,0.04,0.0570954369,0.0364187666,0.0639397002,0.0352643044,0.11,rest_1,session_1,Yale,1.1361713826,0.9314706364,0.8864751025,0.1306532663,0.2373652562,,16,,,,1,,3.4375,3.4375,4,1,109.814102173,-114.436012268,-59.33984375,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          109.81410217],[  -0.            3.43750024   -0.         -114.43601227],[  0.           0.           4.         -59.33984375],0,2
514,0.0187616,0.003455,0.0363143384,0.005825,0.21,0.4667486086,50573,0.03334708,0.0318135,0.0037573986,0.00208175,0.185,0.085050251,0.0469152471,0.1086010385,0.0581791714,0.11,rest_1,session_1,Yale,1.0240658792,0.7990220118,0.7117399619,0.0954773869,0.4459262916,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-123.509918213,-44.5891952515,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.43750024   -0.         -123.50991821],[  0.           0.           3.99999976 -44.58919525],0,2
515,0.0106565,0.004275,0.0278060995,0.0053275,0.095,0.4174191632,50574,0.042313086,0.0412597,0.0029936924,0.00430535,0.025,0.0814887875,0.0736838288,0.0416946151,0.049805209,0.02,rest_1,session_1,Yale,0.76122599,0.7072231689,0.4120962337,0.0804020101,0.0964497054,,16,,,,1,,3.4375,3.4375,4,1,108.173477173,-80.6114044189,-37.7343826294,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          108.17347717],[ -0.           3.4375      -0.         -80.61140442],[  0.           0.           4.         -37.73438263],0,2
516,0.0134577,0.00371,0.0335696568,0.00479,0.205,0.5126543727,50575,0.029159699,0.02843085,0.0023004501,0.00148245,0.08,0.0849740283,0.0468384717,0.1547913677,0.0278471653,0.115,rest_1,session_1,Yale,1.0311332462,0.764170517,0.9555409884,0.1557788945,0.1066965361,,16,,,,1,,3.4375,3.4375,4,1,122.392227173,-112.633285522,-60.8196868896,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          122.39222717],[  -0.            3.43749976   -0.         -112.63328552],[  0.           0.           3.99999976 -60.81968689],0,2
517,0.0075363,0.00429,0.0239891125,0.000785,0.16,0.6711878034,50576,0.048474542,0.04837825,0.0012030827,0.00083535,0.075,0.0679535613,0.0597433769,0.0401237437,0.040752729,0.04,rest_1,session_1,Yale,1.1345476633,1.094398395,0.5631552055,0.0301507538,0.2306120536,,16,,,,1,,3.4375,3.4375,4,1,108.720352173,-80.6058654785,-76.7560272217,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          108.72035217],[ -0.           3.4375      -0.         -80.60586548],[  0.           0.           4.         -76.75602722],0,2
518,0.0071682,0.004175,0.0242701126,0.0019,0.09,0.5761573188,50577,0.0283895985,0.02815735,0.0012489572,0.0015457,0.035,0.1390244991,0.1336978432,0.0623059299,0.0737387755,0.025,rest_1,session_1,Yale,1.0490298623,0.982750582,0.4451339394,0.0653266332,0.1731975876,,16,,,,1,,3.4375,3.4375,4,1,106.532852173,-137.200744629,-56.3584823608,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          106.53285217],[  -0.            3.43750024   -0.         -137.20074463],[  0.           0.           4.         -56.35848236],0,2
519,0.01082615,0.00432,0.024281643,0.009575,0.075,0.4258118104,50578,0.0489763565,0.04728065,0.0045089441,0.00730575,0.015,0.1943205133,0.1193541266,0.2989925898,0.1052691326,0.1,rest_1,session_1,Yale,0.775606579,0.6140766329,0.6099028744,0.1155778894,0.1667353804,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-88.9111633301,-33.1563644409,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43749976  -0.         -88.91116333],[  0.           0.           3.99999976 -33.15636444],0,2
520,0.010071,0.00451,0.0261455766,0.00476,0.13,0.4443508006,50601,0.0264888415,0.02569415,0.002182696,0.002374425,0.04,0.132869951,0.0973276518,0.1302118618,0.1119168258,0.065,rest_1,session_1,Yale,1.1214245913,0.9538934486,0.7561020417,0.0703517588,0.5305311588,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-123.278488159,-47.2765274048,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.43750024   -0.         -123.27848816],[  0.          0.          4.        -47.2765274],0,2
521,0.01082615,0.00432,0.024281643,0.009575,0.075,0.4258118104,50602,0.0489763565,0.04728065,0.0045089441,0.00730575,0.015,0.1943205133,0.1193541266,0.2989925898,0.1052691326,0.1,rest_1,session_1,Yale,0.775606579,0.6140766329,0.6099028744,0.1155778894,0.1667353804,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-88.9111633301,-33.1563644409,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43749976  -0.         -88.91116333],[  0.           0.           3.99999976 -33.15636444],0,2
522,0.014439,0.00377,0.0360564836,0.00922,0.125,0.6368045354,50603,0.025430914,0.024651,0.0022305175,0.001548725,0.1,0.0600328984,0.0360183309,0.0811505897,0.0380740501,0.105,rest_1,session_1,Yale,1.172487481,0.8947291997,0.9922259864,0.1055276382,0.289320086,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-95.5993499756,-51.3289718628,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.4375      -0.         -95.59934998],[  0.           0.           4.         -51.32897186],0,2
523,0.00588365,0.0028,0.0251410594,0.002445,0.075,0.7001210146,50604,0.0466594555,0.04656375,0.0011669115,0.001332625,0.01,0.0647583892,0.0576489581,0.0347472177,0.0345187063,0.02,rest_1,session_1,Yale,0.8576146888,0.7629689531,0.7985097991,0.0603015075,0.1225281305,,16,,,,1,,3.4375,3.4375,4,1,104.345352173,-70.8749847412,-22.9464111328,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          104.34535217],[ -0.           3.43750024  -0.         -70.87498474],[  0.           0.           4.         -22.94641113],0,2
524,0.00613015,0.00246,0.0292727125,0.0017125,0.15,0.606871796,50605,0.027685494,0.0270564,0.0015806154,0.001478175,0.085,0.0500409321,0.0393415429,0.0373389486,0.0363063163,0.055,rest_1,session_1,Yale,0.7312439926,0.6370125639,0.6678882538,0.1105527638,0.1339078288,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-69.2227630615,-18.9692306519,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43750024  -0.         -69.22276306],[  0.           0.           4.         -18.96923065],0,2
525,0.00569795,0.002245,0.0294451965,0.0014875,0.08,0.6506779582,50606,0.026387648,0.02603345,0.0012238727,0.001856675,0.01,0.0644384961,0.0531203166,0.0464031209,0.0490300501,0.04,rest_1,session_1,Yale,0.9151027294,0.8311078427,0.6868130322,0.0603015075,0.1444052714,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-79.0724029541,-8.5181503296,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43750024  -0.         -79.07240295],[ 0.          0.          4.         -8.51815033],0,2
526,0.00553115,0.003825,0.0077700437,0.00213,0.085,0.0351598802,50607,0.017979569,0.01783135,0.0009703764,0.001027425,0.03,0.089254513,0.0627007457,0.080418848,0.0687715551,0.055,rest_1,session_1,Yale,1.207602654,1.0283026611,0.5053075447,0.0804020101,0.3780689107,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-112.609329224,-32.1732330322,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.4375       -0.         -112.60932922],[  0.           0.           4.         -32.17323303],0,2
527,0.010033,0.001875,0.0304707301,0.0059725,0.12,0.4842698755,50608,0.0254087355,0.0240972,0.0026342461,0.003533625,0.025,0.2056104944,0.0724104737,0.3271115948,0.1702076844,0.12,rest_1,session_1,Yale,0.9854328899,0.6248527393,0.8687616732,0.135678392,0.4597377053,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-53.7916564941,-51.9681930542,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.43749976  -0.         -53.79165649],[  0.           0.           3.99999976 -51.96819305],0,2
528,0.00838825,0.004015,0.0231195034,0.004405,0.115,0.4897160668,50609,0.0572482615,0.0567411,0.0020897315,0.0020421,0.045,0.1308330339,0.1101730226,0.087487671,0.0772900572,0.075,rest_1,session_1,Yale,1.1826517584,1.0368795426,0.5813557599,0.0603015075,0.4535351198,,16,,,,1,,3.4375,3.4375,4,1,109.267227173,-99.2707214355,-87.0928039551,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          109.26722717],[ -0.           3.43750024  -0.         -99.27072144],[  0.           0.           4.         -87.09280396],0,2
529,0.00982395,0.00366,0.0274707773,0.0054475,0.075,0.5278811238,50610,0.0381842605,0.0374765,0.0020298438,0.002242525,0.02,0.1405921559,0.1139328417,0.1351306488,0.0627025816,0.09,rest_1,session_1,Yale,1.1427461649,0.9630527728,0.7009047072,0.0954773869,0.2164403909,,16,,,,1,,3.4375,3.4375,4,1,114.153518677,-116.864395142,-68.599609375,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          114.15351868],[  -0.            3.43750024   -0.         -116.86439514],[  0.           0.           4.         -68.59960938],0,2
530,0.00721645,0.003485,0.0242870193,0.0023,0.145,0.5358328151,50611,0.0272533695,0.02685435,0.0014151924,0.001384,0.09,0.0815463695,0.0601188612,0.0772130749,0.0675362871,0.065,rest_1,session_1,Yale,0.8312205483,0.6922632014,0.5579683381,0.0653266332,0.3188615678,,16,,,,1,,3.4375,3.4375,4,1,110.360977173,-110.250579834,-77.1857452393,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          110.36097717],[  -0.            3.4375       -0.         -110.25057983],[  0.           0.           4.         -77.18574524],0,2
531,0.00849975,0.00446,0.0277375323,0.00298,0.085,0.624648111,50612,0.0277817605,0.0274985,0.0012443851,0.001723375,0.025,0.0847174312,0.0600681574,0.0825389761,0.0558624337,0.085,rest_1,session_1,Yale,1.0887767111,0.9670249572,0.610742841,0.0854271357,0.2621428585,,16,,,,1,,3.4375,3.4375,4,1,108.720352173,-121.137054443,-59.2575531006,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          108.72035217],[  -0.            3.4375       -0.         -121.13705444],[  0.          0.          4.        -59.2575531],0,2
532,0.00775455,0.004555,0.0286643949,0.0014875,0.05,0.6419759516,50613,0.0311104305,0.03108125,0.0008321583,0.0006471,0.03,0.0663166565,0.0538724491,0.0628130439,0.0410078621,0.07,rest_1,session_1,Yale,1.0015588593,0.9097119197,0.5151113711,0.1005025126,0.1056867766,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-127.362968445,-66.6945419312,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.4375       -0.         -127.36296844],[  0.           0.           4.         -66.69454193],0,2
533,0.00786515,0.003625,0.0261743897,0.002235,0.145,0.5202728821,50614,0.0309987845,0.03060615,0.0017615856,0.001867,0.04,0.1205482563,0.0998737343,0.0798295732,0.07801624,0.045,rest_1,session_1,Yale,0.9504604681,0.8166147088,0.5259936071,0.0854271357,0.2780883104,,16,,,,1,,3.4375,3.4375,4,1,110.907852173,-139.378112793,-52.0422286987,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          110.90785217],[  -0.            3.43750024   -0.         -139.37811279],[  0.          0.          4.        -52.0422287],0,2
534,0.01881425,0.003285,0.0358731241,0.00977,0.17,0.2257672318,50615,0.0691222655,0.0646012,0.0113105932,0.008238,0.105,0.3607064016,0.1799914378,0.6106697338,0.1892821309,0.11,rest_1,session_1,Yale,0.905272594,0.6117149536,0.8499963696,0.1155778894,0.3733615862,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-127.375068665,-64.2106552124,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.43750024   -0.         -127.37506866],[  0.           0.           4.         -64.21065521],0,2
535,0.00926725,0.00395,0.0256551945,0.0041725,0.11,0.5140143346,50616,0.030898776,0.03034405,0.0018392971,0.001885425,0.06,0.1224230403,0.0803320228,0.1346672469,0.0818941498,0.1,rest_1,session_1,Yale,1.130200856,0.8639478442,0.8328767775,0.1055276382,0.453406132,,16,,,,1,,3.4375,3.4375,4,1,109.814102173,-105.299110413,-17.9302062988,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          109.81410217],[  -0.            3.4375       -0.         -105.29911041],[  0.          0.          4.        -17.9302063],0,2
536,0.00809415,0.004365,0.0198269738,0.0011325,0.135,0.5258046846,50617,0.085318407,0.0849292,0.0028065911,0.00168405,0.07,0.0850681526,0.0578072003,0.10441733,0.0586509959,0.08,rest_1,session_1,Yale,0.8324125481,0.6826654774,0.5362286357,0.1055276382,0.178302106,,16,,,,1,,3.4375,3.4375,4,1,93.4078521729,-81.7516326904,-85.7793807983,0,1,0,,,1,0,0,33,0,[ -3.4375      -0.          -0.          93.40785217],[ -0.           3.4375      -0.         -81.75163269],[  0.          0.          4.        -85.7793808],0,2
537,0.02476805,0.00383,0.0435261785,0.0181725,0.225,0.1979688449,50618,0.054678122,0.049084,0.0130307403,0.00893075,0.12,0.3620802679,0.0996228058,1.0499609147,0.1102666949,0.15,rest_1,session_1,Yale,1.0685500286,0.5602384612,1.3784470081,0.1608040201,0.4020759177,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-102.195747375,-81.1590270996,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.4375       -0.         -102.19574738],[  0.           0.           3.99999952 -81.1590271 ],0,2
538,0.00915045,0.004645,0.0260776027,0.003785,0.09,0.4720054526,50619,0.03229166,0.03245725,0.0019001917,0.003229675,0.005,0.0753373821,0.0414022303,0.0888862997,0.061002344,0.09,rest_1,session_1,Yale,0.841925482,0.6141680636,0.6028494926,0.1105527638,0.3029152458,,16,,,,1,,3.4375,3.4375,4,1,109.814102173,-98.969871521,-71.5935287476,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          109.81410217],[ -0.           3.43749976  -0.         -98.96987152],[  0.           0.           3.99999976 -71.59352875],0,2
539,0.0065171,0.0035,0.0228098999,0.000885,0.125,0.552891077,50620,0.0450731295,0.0448931,0.0014216392,0.001351625,0.045,0.1099251511,0.0910833712,0.0885488002,0.0729203619,0.055,rest_1,session_1,Yale,0.9713388209,0.8311393553,0.5582086593,0.1005025126,0.1830312894,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-98.7239456177,-16.5429916382,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.4375      -0.         -98.72394562],[  0.           0.           4.         -16.54299164],0,2
540,0.0063777,0.00345,0.0206438082,0.0012725,0.11,0.4742455159,50621,0.0475112275,0.046542,0.0025068978,0.00379715,0.015,0.0838716953,0.0541476001,0.0890012873,0.0624978916,0.08,rest_1,session_1,Yale,0.7021111069,0.5639673414,0.4890879045,0.0854271357,0.213190105,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-145.023101807,-30.0753860474,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.4375       -0.         -145.02310181],[  0.           0.           4.         -30.07538605],0,2
541,0.0115035,0.002855,0.0365593344,0.003725,0.135,0.3023041121,50622,0.0377511545,0.03580695,0.0085895423,0.004079875,0.065,0.2850973577,0.1161662201,1.0685340061,0.151027516,0.105,rest_1,session_1,Yale,0.9591293076,0.6163191582,1.2389574938,0.0954773869,0.4608873797,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-85.8241119385,-20.016708374,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[ -0.           3.4375      -0.         -85.82411194],[  0.           0.           4.         -20.01670837],0,2
542,0.0076716,0.003145,0.0256114477,0.0017625,0.165,0.4142079028,50623,0.026951421,0.02554205,0.0038014452,0.0055052,0.005,0.051782266,0.047341648,0.0215099611,0.0215563644,0.055,rest_1,session_1,Yale,0.7395604632,0.7046745071,0.3898724505,0.0251256281,0.0714963239,,16,,,,1,,3.4375,3.4375,4,1,108.173477173,-123.424385071,-61.2304763794,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          108.17347717],[  -0.            3.43750024   -0.         -123.42438507],[  0.           0.           4.         -61.23047638],0,2
543,0.00811295,0.00405,0.0228659911,0.0016425,0.175,0.5665899561,50624,0.0429046885,0.04248055,0.001650642,0.001431575,0.09,0.2110413462,0.1744191785,0.1378632057,0.1586568388,0.04,rest_1,session_1,Yale,1.2535256641,1.1210727665,0.5711173951,0.0603015075,0.5054837653,,16,,,,1,,3.4375,3.4375,4,1,111.454727173,-118.306716919,-39.9665756226,0,1,0,,,1,0,0,33,0,[  -3.4375       -0.           -0.          111.45472717],[  -0.            3.4375       -0.         -118.30671692],[  0.           0.           4.         -39.96657562],0,2
